Trip_ID,Driver_ID,Vehicle_ID,Trip_Date,Start_Time,End_Time,Duration_Min,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,speed_mean,speed_median,speed_std,speed_max,speed_p90,speed_p95,speed_p99,speed_range,speed_delta_std,speed_delta_max,speed_delta_min,high_accel_delta_count,high_brake_delta_count,accel_raw_mag_mean,accel_raw_mag_median,accel_raw_mag_std,accel_raw_mag_max,accel_raw_mag_p95,accel_raw_mag_p99,accel_grav_dev_mean,accel_grav_dev_median,accel_grav_dev_std,accel_grav_dev_max,accel_grav_dev_p95,accel_grav_dev_p99,accel_extreme_count,gyro_mag_mean,gyro_mag_median,gyro_mag_std,gyro_mag_max,gyro_mag_p95,gyro_mag_p99,gyro_extreme_count,accel_extremes_per_hour,gyro_extremes_per_hour,high_accel_deltas_per_hour,high_brake_deltas_per_hour,accel_extremes_per_100km,gyro_extremes_per_100km,high_accel_deltas_per_100km,high_brake_deltas_per_100km,is_high_accel_anomaly,is_high_gyro_anomaly,is_candidate_anomaly
T00011,D01,V01,2026-08-03,2026-08-03 06:16:00,2026-08-03 06:57:00,41,23.39,22.8,33.9,13.00117,77.560708,13.161872,77.558504,22.819512195121952,23.7,6.552526974846998,33.9,31.9,32.5,33.7,24.4,8.310894994509082,18.6,-18.5,0,0,1.024592244195966,1.0105607354335513,0.0786053526282438,1.3824257665422761,1.1297791819643341,1.3140983387547158,0.04603858303625247,0.02583106451344186,0.06532658074018068,0.37379996873617216,0.12115338415823018,0.30547254094861187,2,4.339219835634773,3.1881342506237096,7.869706665339222,52.701459182834775,5.366013417799102,34.410874792854955,1,2.926829268292683,1.4634146341463414,0.0,0.0,8.550662676357417,4.275331338178709,0.0,0.0,False,False,False
T00012,D01,V01,2026-08-05,2026-08-05 12:12:00,2026-08-05 12:41:00,29,11.69,32.1,45.8,12.993387,77.568616,13.044252,77.626447,32.11724137931034,35.3,11.313742243254353,45.8,43.58,44.32,45.464,43.0,18.28896474727571,41.800000000000004,-33.800000000000004,3,3,1.011746764435433,0.9810270128798697,0.12442210055442922,1.5039504646097892,1.2349172568781366,1.4597348395732348,0.06917079162812462,0.045442533831900556,0.1026424399671536,0.49532466680368525,0.25119026084103435,0.4511090417671309,2,3.3775687869988356,2.5705057868053904,2.029834120453875,9.894311497016858,6.321383737528936,8.96570418012165,1,4.137931034482759,2.0689655172413794,6.206896551724138,6.206896551724138,17.108639863130882,8.554319931565441,25.662959794696324,25.662959794696324,False,False,False
T00013,D01,V01,2026-08-01,2026-08-01 18:52:00,2026-08-01 19:29:00,37,14.92,28.1,47.0,12.996354,77.56434,12.916501,77.634517,28.056756756756755,28.4,10.697651365825338,47.0,40.48,41.43999999999999,45.488,47.0,13.199018868806085,25.499999999999996,-36.1,1,2,1.0078956213582564,1.001196783854203,0.0670446386400711,1.2593482441326544,1.0937720027952367,1.2048118621523929,0.046605395727076,0.03425147205837997,0.047572403199988046,0.2507224463265505,0.11235200513359438,0.20402166743612116,1,6.810928980477781,3.1923189063751134,12.981530167518398,52.43196925540753,46.244529729136445,52.13410850615607,3,1.6216216216216215,4.864864864864865,1.6216216216216215,3.243243243243243,6.702412868632708,20.107238605898125,6.702412868632708,13.404825737265416,False,False,False
T00014,D01,V01,2026-08-05,2026-08-05 11:27:00,2026-08-05 11:51:00,24,16.29,29.5,45.0,12.983048,77.560273,12.893771,77.525901,29.508333333333336,32.5,9.751963756159538,45.0,36.239999999999995,39.019999999999996,43.735,42.2,13.655671832187743,30.099999999999998,-29.9,1,1,1.0262390480409938,1.016721233386603,0.05699541958024761,1.1274945676144077,1.1167619749302633,1.1256905099023018,0.04686589552286726,0.04676081866644277,0.0357810593071079,0.11886876980830374,0.10813617712415939,0.1170647120961979,0,7.264724001023139,4.156770921741644,12.43380428078334,49.80862977436741,38.857185556892304,48.59555103000124,2,0.0,5.0,2.5,2.5,0.0,12.277470841006753,6.138735420503377,6.138735420503377,False,False,False
T00015,D01,V01,2026-08-01,2026-08-01 07:31:00,2026-08-01 08:08:00,37,14.69,19.9,47.2,12.987554,77.54997,12.935055,77.46639,19.875675675675677,20.2,10.839649579345405,47.2,34.66,35.599999999999994,43.456,46.400000000000006,14.677600347194087,42.1,-26.200000000000003,1,1,1.0283074821275564,1.0210181193299166,0.055822317674014243,1.2349518209225814,1.1170992551936918,1.2055855870310226,0.04056215386994553,0.0297785165614759,0.042699757724681736,0.22632602311647743,0.10847345738758792,0.19695978922491866,2,5.918455264219544,3.7553828033903547,9.662745655294678,50.654730282570846,13.303048271075106,46.569063112249,2,3.243243243243243,3.243243243243243,1.6216216216216215,1.6216216216216215,13.614703880190605,13.614703880190605,6.807351940095303,6.807351940095303,False,False,False
T00016,D02,V02,2026-08-02,2026-08-02 17:34:00,2026-08-02 17:48:00,14,6.21,23.1,44.7,12.911694,77.651834,12.923331,77.685931,23.092857142857145,26.75,15.7480384266014,44.7,42.18000000000001,43.335,44.427,43.7,22.912389277803012,30.3,-41.6,1,3,1.1325710053677713,1.0541163149200798,0.23287514799587258,1.7313581374169815,1.6422329427605133,1.7135330984856878,0.13820465597236523,0.04549051711397578,0.22406511327568715,0.7227323396108776,0.6336071449544095,0.7049073006795838,2,7.315028202127649,3.230109061850646,11.116079045962342,41.82192487200942,28.356687099030122,39.12887731741355,2,8.571428571428571,8.571428571428571,4.285714285714286,12.857142857142858,32.2061191626409,32.2061191626409,16.10305958132045,48.309178743961354,True,True,True
T00017,D02,V02,2026-08-06,2026-08-06 12:34:00,2026-08-06 12:59:00,25,9.63,22.8,38.0,12.90325,77.648643,12.867285,77.701946,22.756,20.2,10.597762342431851,38.0,36.94,37.54,37.903999999999996,35.7,15.477099211415556,27.5,-34.1,2,2,1.0537789164149598,1.038916262265636,0.09390817389495192,1.3885366397758467,1.1678953233358458,1.3364406502348674,0.06979996444521015,0.042264581696930814,0.07659936631364538,0.3799108419697428,0.1592695255297419,0.32781485242876335,3,5.427644492458572,3.5567681959891626,6.791321304880908,34.4402047032244,15.711477502687348,30.496681051574008,2,7.199999999999999,4.8,4.8,4.8,31.15264797507788,20.768431983385252,20.768431983385252,20.768431983385252,True,False,True
T00018,D02,V02,2026-08-06,2026-08-06 07:24:00,2026-08-06 07:49:00,25,19.0,22.2,33.7,12.925859,77.64112,13.020884,77.699906,22.168000000000003,23.5,8.210040600792826,33.7,31.220000000000002,31.98,33.316,28.200000000000003,9.813765841918178,20.6,-20.8,0,0,1.0537890966530141,1.010254423400363,0.1795065567953587,1.703150609899195,1.4282668857318264,1.6540167453692156,0.09626026234503345,0.057144846866990395,0.15714704244494296,0.6945248120930911,0.4196410879257225,0.6453909475631117,3,4.504002458902011,2.986419260586162,5.624391990307027,25.253209696987035,16.521493504094387,23.54983286582682,3,7.199999999999999,7.199999999999999,0.0,0.0,15.789473684210526,15.789473684210526,0.0,0.0,True,True,True
T00019,D02,V02,2026-08-01,2026-08-01 16:47:00,2026-08-01 17:07:00,20,6.61,16.9,31.5,12.911947,77.642966,12.913443,77.593752,16.884999999999998,19.700000000000003,9.79340675094595,31.5,29.14,29.6,31.119999999999997,31.5,14.07571536931231,27.8,-28.3,1,1,1.0271155938567655,1.0234401714178563,0.11467646413997183,1.4271278849493483,1.1320015069029685,1.3681026093400719,0.06904833879276721,0.04268465216956202,0.09215179881854112,0.41850208714324433,0.15346029845157644,0.3654937294049104,2,3.5315977282428848,3.2480565205847407,1.5991848205848977,8.566031753384994,5.879431057788266,8.028711614265644,1,6.0,3.0,3.0,3.0,30.2571860816944,15.1285930408472,15.1285930408472,15.1285930408472,False,False,False
T00020,D02,V02,2026-08-05,2026-08-05 07:47:00,2026-08-05 08:30:00,43,9.39,21.7,44.1,12.912162,77.646102,12.911781,77.571979,21.711627906976744,22.6,10.132320030061408,44.1,33.56,36.03,41.243999999999986,42.300000000000004,14.371763875712153,28.9,-27.700000000000003,2,2,1.0958517548196867,1.0374126469250313,0.2099410945003592,1.78548424804029,1.621786658372146,1.7571909785374904,0.12194562810615052,0.052397764608982156,0.19141572815147137,0.776858450234186,0.6131608605660422,0.7485651807313864,8,4.215979969951618,3.371779945370101,3.539755017073151,17.12203550983352,12.875316939616793,16.57043863810291,4,11.162790697674419,5.5813953488372094,2.7906976744186047,2.7906976744186047,85.19701810436634,42.59850905218317,21.299254526091584,21.299254526091584,True,False,True
T00021,D02,V02,2026-08-01,2026-08-01 16:19:00,2026-08-01 17:04:00,45,23.92,18.8,36.3,12.923982,77.628617,12.774728,77.67524,18.784444444444443,20.0,9.434196876632939,36.3,30.360000000000003,33.17999999999999,36.123999999999995,36.199999999999996,14.115656827677828,30.999999999999996,-26.2,3,2,1.0184967938342078,1.0045028621163805,0.14006359292095252,1.6733514275250132,1.1239928032924913,1.5850451862971953,0.0810417868502309,0.05881459865638705,0.11401939461483215,0.6647256297189092,0.13429775585737344,0.5764193884910913,2,6.690252666638946,3.581354492367378,11.541266342351172,52.91958144203335,37.85691537766059,51.099005361508574,4,2.6666666666666665,5.333333333333333,4.0,2.6666666666666665,8.361204013377925,16.72240802675585,12.541806020066888,8.361204013377925,False,False,False
T00022,D02,V02,2026-08-02,2026-08-02 17:16:00,2026-08-02 17:57:00,41,11.6,22.3,36.9,12.918688,77.642154,12.895615,77.731756,22.31219512195122,24.9,9.411593784316002,36.9,32.4,33.7,36.18,36.9,12.044565113796672,25.3,-26.900000000000002,1,1,1.0174957828314606,0.9867106972157543,0.1258508649878817,1.4606115157700217,1.1765619405709162,1.454694705785171,0.08536902519318547,0.0609296439677548,0.09191853210539877,0.45198571796391773,0.16793614276481228,0.44606890797906695,4,5.1282002742214425,3.6016107507613864,7.064593654001763,38.723154571909554,12.511886348588689,35.1454044859935,3,5.853658536585366,4.390243902439025,1.4634146341463414,1.4634146341463414,34.48275862068966,25.862068965517242,8.620689655172415,8.620689655172415,False,False,False
T00023,D02,V02,2026-08-03,2026-08-03 12:35:00,2026-08-03 12:56:00,21,15.2,26.8,50.7,12.911893,77.64747,12.819021,77.665485,26.771428571428572,26.0,13.635400355587027,50.7,44.3,46.8,49.92,50.7,19.87336096865541,50.7,-28.8,1,2,1.008604912692706,1.0028708790268066,0.06805649562492885,1.165230020210602,1.1150623300963944,1.1551964821877605,0.054864094403589046,0.047363086576754365,0.038355113834808226,0.15660422240449812,0.10643653229029049,0.14657068438165663,1,3.0111624625849176,3.139761137411571,1.0444283867817419,4.99373607632602,4.6641076316911905,4.927810387399054,0,2.857142857142857,0.0,2.857142857142857,5.714285714285714,6.578947368421053,0.0,6.578947368421053,13.157894736842106,False,False,False
T00024,D02,V02,2026-08-04,2026-08-04 06:16:00,2026-08-04 06:51:00,35,16.23,27.5,50.5,12.916949,77.638204,13.007097,77.692563,27.542857142857144,27.1,11.819830936242045,50.5,41.0,45.65,48.969999999999985,50.5,18.107279746884476,32.9,-50.5,3,2,1.0296087187230771,0.9908264227401286,0.16421883010983074,1.7641368994496995,1.2740738497748878,1.6409054562177052,0.0937801903266195,0.06704202564347794,0.13552735583070147,0.7555111016435956,0.2654480519687838,0.6322796584116014,4,3.9864427660980093,2.9885280657875706,3.634487958684098,17.802977279095764,10.031155022631701,17.562956846619635,2,6.857142857142857,3.4285714285714284,5.142857142857142,3.4285714285714284,24.645717806531117,12.322858903265558,18.484288354898336,12.322858903265558,False,False,False
T00025,D02,V02,2026-08-05,2026-08-05 11:15:00,2026-08-05 11:32:00,17,7.73,19.6,31.9,12.917555,77.641103,12.919545,77.68289,19.570588235294117,20.2,8.066734524102857,31.9,28.82,30.299999999999997,31.58,27.7,12.720895270010999,22.099999999999998,-25.7,0,1,1.0055761150263134,0.9737602374301386,0.10660543698199819,1.2400923352718538,1.2116612224362602,1.234406112704735,0.08365674883988133,0.07315051753409163,0.06275943109512344,0.23146653746574986,0.2030354246301562,0.22578031489863112,3,5.758669508094334,3.075857603986244,10.30520085151564,45.51889058402018,13.87084513961793,39.189281495139724,1,10.588235294117647,3.5294117647058822,0.0,3.5294117647058822,38.809831824062094,12.936610608020697,0.0,12.936610608020697,True,False,True
T00026,D02,V02,2026-08-02,2026-08-02 15:03:00,2026-08-02 15:16:00,13,11.49,28.1,41.9,12.923164,77.651588,12.959218,77.656964,28.092307692307692,26.4,6.650120492449934,41.9,35.620000000000005,38.17999999999999,41.15599999999999,23.7,8.314106023762204,15.5,-17.599999999999998,0,0,1.0115938457816893,1.0404398108492388,0.08042884292754066,1.0915992854523129,1.0841670417895752,1.0901128367197654,0.06261980176466879,0.05933019379654625,0.04722639786228543,0.17198130938823364,0.14373839179843334,0.16633272587027353,1,3.5691402015910865,3.7915959700368917,1.191675881480307,5.937794203237427,5.335787875693528,5.817392937728647,0,4.615384615384615,0.0,0.0,0.0,8.703220191470844,0.0,0.0,0.0,False,False,False
T00027,D02,V02,2026-08-02,2026-08-02 14:14:00,2026-08-02 14:33:00,19,11.53,21.3,34.3,12.909107,77.644399,12.949772,77.673275,21.26842105263158,21.9,9.921472372339084,34.3,32.68,34.21,34.282,29.799999999999997,14.818249772351303,22.9,-27.4,0,2,1.1092730839444902,1.0151128016136926,0.2553544681733084,1.8132459844157935,1.7036048288853698,1.7913177533097089,0.147430933318087,0.06339892205813502,0.23011980038678134,0.8046201866096896,0.6949790310792657,0.7826919555036049,5,4.9080862681505595,3.0492458083926257,4.7374623686775506,16.70800107732819,16.440397901850304,16.654480442232614,4,15.789473684210527,12.631578947368421,0.0,6.315789473684211,43.365134431916736,34.69210754553339,0.0,17.346053772766695,True,True,True
T00028,D02,V02,2026-08-06,2026-08-06 20:34:00,2026-08-06 20:52:00,18,9.1,29.3,50.9,12.914477,77.638661,12.919607,77.564016,29.327777777777776,28.700000000000003,11.321962288638815,50.9,42.78,46.73499999999999,50.06699999999999,47.699999999999996,18.519808331988614,31.599999999999998,-30.900000000000002,2,2,1.0571693960678041,1.0700985670938987,0.11665273358976976,1.3921328959549801,1.179772966213015,1.3496609100065868,0.09438947084215304,0.07264325897197477,0.08166703611451048,0.3835070981488762,0.1910372001194274,0.3450131185429861,3,8.654799741477525,3.358398943795077,13.277175119971362,50.96417859634354,38.193600773858904,48.41006303184659,4,10.0,13.333333333333334,6.666666666666667,6.666666666666667,32.96703296703297,43.956043956043956,21.978021978021978,21.978021978021978,True,True,True
T00029,D02,V02,2026-08-06,2026-08-06 10:28:00,2026-08-06 11:12:00,44,14.25,17.7,36.3,12.917178,77.644843,12.844217,77.581758,17.738636363636363,18.25,8.453380111325524,36.3,29.160000000000007,30.695,36.171,36.099999999999994,12.91964656799328,25.199999999999996,-31.099999999999998,1,1,1.042665576984164,1.0184543237036738,0.13603007201558912,1.5047089419552206,1.3866393620703366,1.4935635258945301,0.08790015028689992,0.06968370535797214,0.10855281081122303,0.4960831441491167,0.3780135642642327,0.4849377280884262,4,4.457807374574528,2.8094870512122103,7.081711050127341,46.02833257896706,9.065490622766786,34.58072252373391,3,5.454545454545455,4.090909090909091,1.3636363636363638,1.3636363636363638,28.070175438596493,21.05263157894737,7.017543859649123,7.017543859649123,False,False,False
T00030,D02,V02,2026-08-04,2026-08-04 12:22:00,2026-08-04 12:44:00,22,10.41,22.1,35.1,12.906694,77.632706,12.943706,77.581729,22.131818181818183,21.95,6.725388030132103,35.1,31.990000000000016,34.03,34.89,27.5,9.374359429775172,15.3,-17.4,0,0,1.0858367780710345,1.0193957937143583,0.1977244126535394,1.7110160723967498,1.570902026851761,1.685404062638646,0.10727858973617131,0.048556733749095526,0.18243802378995969,0.7023902745906458,0.5622762290456571,0.6767782648325419,4,5.309924425901074,3.2822125374480104,6.029641294735696,28.968413833000938,12.13253292071145,25.45455032561664,3,10.90909090909091,8.181818181818182,0.0,0.0,38.42459173871278,28.818443804034583,0.0,0.0,True,True,True
T00031,D03,V03,2026-08-02,2026-08-02 19:58:00,2026-08-02 20:16:00,18,9.23,14.3,32.4,12.924827,77.608182,12.97527,77.624701,14.255555555555556,13.0,9.860510798260625,32.4,26.700000000000003,29.339999999999996,31.787999999999993,32.4,14.42906471316599,26.7,-21.4,1,0,1.0294614862985538,1.0293203732389977,0.05810733886195258,1.119841953134459,1.1108473896742728,1.1180430404424218,0.050714291902209385,0.04914750275056756,0.033360090030310076,0.11121615532835505,0.10222159186816891,0.1094172426363178,0,5.947503577104677,4.0737864905306225,9.591483114188236,44.120528102007114,11.30910130542167,37.55824274268997,1,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,10.834236186348862,10.834236186348862,0.0,False,False,False
T00032,D03,V03,2026-07-31,2026-07-31 21:35:00,2026-07-31 22:13:00,38,16.21,13.3,35.6,12.924166,77.618245,13.026969,77.648359,13.323684210526316,12.85,10.59572668095878,35.6,28.350000000000005,34.165,35.415000000000006,35.6,17.2642406223797,35.6,-28.0,4,2,1.025803803475414,1.0121859599340794,0.0706447445424329,1.233336126122964,1.1778519119500577,1.220499200036328,0.04643516214512066,0.02714505625181729,0.05549088605148355,0.2247103283168601,0.1692261141439538,0.21187340223022405,4,6.311434666758875,3.1609541446008325,11.339396300479216,52.389637334114084,36.680240281474475,49.10687592445616,3,6.315789473684211,4.736842105263158,6.315789473684211,3.1578947368421053,24.676125848241824,18.507094386181368,24.676125848241824,12.338062924120912,False,False,False
T00033,D03,V03,2026-08-03,2026-08-03 11:49:00,2026-08-03 12:03:00,14,8.27,23.6,46.6,12.912888,77.624811,12.956101,77.630261,23.564285714285713,22.9,14.027807940102246,46.6,44.25,45.56,46.392,44.1,15.918093927531471,27.0,-22.700000000000003,1,0,1.0702815806908883,1.0266285917781046,0.1056047538532927,1.2555445033928507,1.2525045804331658,1.2549365188009138,0.07665200528261988,0.028408609304225285,0.09443899600492348,0.24691870558674678,0.24387878262706186,0.2463107209948098,3,8.613389156803335,4.0467813395017,13.232652740819347,46.7390489847622,36.428548428570764,44.6769488735239,2,12.857142857142858,8.571428571428571,4.285714285714286,0.0,36.27569528415962,24.18379685610641,12.091898428053206,0.0,True,True,True
T00034,D03,V03,2026-08-06,2026-08-06 10:48:00,2026-08-06 11:10:00,22,6.26,29.8,58.8,12.916392,77.613761,12.904704,77.572184,29.818181818181817,29.25,13.385658151762435,58.8,45.940000000000005,50.66499999999999,57.14099999999999,53.4,18.767943218176377,43.199999999999996,-31.5,1,2,1.0303543814511251,1.019771403265622,0.052213695402059376,1.1599702582394085,1.1429254184806825,1.157174723479294,0.037377549144899366,0.02837877364028024,0.04191986312647182,0.15134446043330452,0.13539621817875344,0.1485489256731901,2,6.697086479564875,2.9763221671609648,12.014617325564892,51.129190292825875,33.071934323626586,47.642693749869046,2,5.454545454545455,5.454545454545455,2.7272727272727275,5.454545454545455,31.948881789137378,31.948881789137378,15.974440894568689,31.948881789137378,False,False,False
T00035,D03,V03,2026-08-03,2026-08-03 09:45:00,2026-08-03 10:17:00,32,13.38,30.5,54.7,12.89927,77.622373,12.817121,77.598363,30.546875,32.1,12.012009699302155,54.7,42.5,47.315,53.21200000000001,53.300000000000004,15.55176449899683,32.099999999999994,-24.400000000000002,2,0,1.0368902674298204,1.0132923344730314,0.07356878411875946,1.262246410175129,1.1758288412177917,1.2436359115382338,0.051541917504527704,0.02838310493684426,0.05911642350159507,0.253620612369025,0.16720304341168776,0.2350101137321298,3,4.049594603687612,2.671644562172924,5.495898392804882,33.327026570037724,6.47940594854263,25.40991949663809,2,5.625,3.75,3.75,0.0,22.42152466367713,14.947683109118087,14.947683109118087,0.0,False,False,False
